CountryCode,Summary
"TUN
","Tunisia is a North African country with a total area of 163,610 sq. km and a coastline of 1,148 km on the Mediterranean Sea to the north. Despite its relatively small size that is about the size of the US state of Wisconsin, Tunisia's north-south extent lends it great environmental diversity. The country has a moderate relief.As observed on the physical map above, the Tunisian Dorsal is a mountain range that runs in a southwest-northeast direction from Tunisia's border with Algeria in the west to the Cape Bon peninsula in the east. This mountain is an extension of the Saharan Atlas Mountains. Further north from the Tunisian Dorsal, the mountains of the Northern Tell (that include the Kroumirie Mountains in the northwest and the Mogods running along the northern coastline) can be found.In between the Tunisian Dorsal and Northern Tell Mountains lies the Medjerda River valley (shown on the map above). This valley features a series of ancient lake basins and is the country's most fertile grain-producing land. The Medjerda River is the only perennial river in Tunisia and its drains into the Gulf of Tunis.The High Steppes (in the west) and Low Steppes (in the east) lie to the south of the Tunisian Dorsale. They are cut by mountains running north to south.As we go further south, there is a series of depressions called chott. Many intermittent rivers flowing through the country end up in these chotts.Extending inwards from the eastern coastline are large plains called Al-Sāḥil and Al-Jifāra.Most of the southern part of the country is a sandy desert and much of it is part of the Sahara Desert's Sand Sea, also called the Grand Erg Oriental. Most of the wadis here remain dry all year round and hence, access to water is a major concern here.Tunisia also has several islands. The Djerba Island marked on the map above is North Africa's largest island. It is located in the  Gulf of Gabès.Mount Chambi (1,544 M) is the highest point in the country. At 17 m below sea level, Chott el Djerid is Tunisia's lowest point.
"
"TUR
","Turkey occupies an area of 783,356 sq. km with 97% of this area located in Asia and the rest in Europe. As observed on the physical map of the country above, the European part of Turkey called Eastern Thrace is located at the extreme eastern edge of the Balkan Peninsula. The Asian part that is separated from the former by the Turkish Straits, occupies most of the Anatolian Plateau region.The European side of Turkey is mostly a series of rolling hills, while across the Bosporus Strait into central Turkey, the land rises into an elevated central plateau (Anatolian), surrounded by (and mixed with) high, rugged mountains, including the Taurus, Koroglu and Pontic ranges, all of which have been marked on the map above.Many peaks in Turkey exceed 10,000 feet, and the tallest, most rugged ones, are found in the Eastern Taurus Mountains.Turkey's highest point is Mt. Ararat which peaks at 16,948 ft. (5,166m).Along theBlack Seaand Mediterranean coastlines, the land is lower and quite fertile.The Tigras, Kizilirmak, Sakarya, and Euphrates are the most significant rivers, and Lake Van is the largest lake.As a geological point-of-interest, the country is positioned on one of the planet's major fault lines, and earthquakes are rather common.
"
"TKM
","The landlocked Central Asian country of Turkmenistan occupies an area of 488,100 sq. km. It has a 1,786 km long border with the Caspian Sea, the world's largest inland water body, to the west.As observed on the physical map of Turkmenistan, most of the topography of the country is dominated by the flat Garagum (or Kara Kum) Desert (north to south), a sandy, scrubby, arid expanse of land, with very little agricultural potential.The Kopetdag Mountain Range covers its south-central border with Iran, where earthquakes are quite common.The Pamir Mountain Range extends across its far eastern border - where its highest point is located, Gora Ayribaba which peaks at 3,139 m. An upright triangle marks the position of this highest point on the map.Along the Caspian Sea and the shorelines of Sarykamish Lake, land elevations below sea level stretch inland for many miles.The country's most significant river is the Amu Darya, which flows across and along its border with Uzbekistan. The course of the river in the country can be observed on the map above.The lowest point of the country is located at the Akjagaýa Depression in the Lake Sarykamish area. It is -81 m below sea-level. An inverted triangle represents this point on the physical map above.
"
"TUV
","Covering a total land area of only 26 sq. km, Tuvalu is a Polynesian island nation located in the west-central Pacific Ocean.As observed on the map, Tuvalu is an archipelago that is composed of three reef islands (Nanumanga, Niutao, and Niulakita) and six true coral atolls (Funafuti, Nanumea, Nui, Nukulaelae, and Vaitupu), along with more than 100 small islets, all of which are scattered over a very large area. These low-lying islands are famous for their reefs and beautiful lagoons.  Funafuti, the largest atoll comprises several small islets encircling a large central lagoon. The highest point in Tuvalu is an unnamed location on Niulakita island, which rises to an elevation of 15ft (4.5m). The lowest point is at the South Pacific Ocean (0m).
"
"UGA
","Located on the edge of the Equator, Uganda is positioned in south-central Africa, and bordered by the Democratic Republic of the Congo (DRC), Kenya, Rwanda, Sudan and Tanzania.Uganda averages about 1,100 metres (3,609 ft) above sea level, and while much of its border is lakeshore, Uganda is landlocked with no access to the sea.Most of Uganda is covered by a plateau that gradually drops in elevation northwards. The edges of this massive plateau are marked by mountain ranges and valleys.The western boundaries of the country are formed by Virunga and Ruwenzori Mountains, and the Western Rift Valley. The country's highest peak, the 5,109 m Margherita Peak is part of the Ruwenzori Range. Lakes George and Edward lie between the Virunga and Ruwenzori mountains. Lakes Albert is located in the Western Rift Valley and the Albert Nile River also starts its course in this region.The Imatong Mountains mark the edge of the Ugandan plateau to the north at the country's borders with South Sudan. The average elevation here is 1,800 m.To the northeast, the plateau ends in a string of volcanic mountains with Mount Elgon being the highest at 4,321 m.Lake Victoria forms the southern boundary of the country with Tanzania and Kenya.Uganda has eight major rivers, the Victoria Nile, Achwa, Okok, Pager, Albert Nile, Kafu, Mpongo, and Katonga.The country's southern rivers drain into Lake Victoria. Rivers rising to the north of this lake empty into Lake Kyoga. The southwestern rivers drain into lakes Edward and George while the Albert Nile drains Lake Albert.At 621 m, Lake Albert has Uganda's lowest point.
"
"UKR
","Ukraine is the largest country that is entirely within Europe. The country sits on the southwestern part of the Russian Plain and is bordered by the Black Sea and the Sea of Azov to the south, Russia to the east and north, Belarus to the north, Poland, Slovakia, and Hungary to the west, and Romania and Moldova to the south.About 95% of the country is flat with an average elevation of the land is only 574 ft (175 m). As observed on the physical map of Ukraine above the northern reaches of the Carpathian Mountains stretch across western Ukraine. The country's highest point is located there, Hoverla Mountain, at 2061 m (6762 ft) tall. It has been marked on the map above by a yellow upright triangle.The southern lowland of Ukraine continues into the Crimean Peninsula, a peninsula jutting into the sea from southern Ukraine via the Perekop Isthmus. It is a disputed territory. The Crimean Mountains front the southern edges of the Crimean Peninsula, and some lower, heavily-eroded mountains extend intoRussiajust north of the Sea of Azov.Much of central Ukraine is covered by plateaus and fertile plains (steppes), somewhat hilly areas of grasslands and shrublands.TheBlack SeaCoastal Lowlands cover the southern edges of the country.Include the Desna, Dnieper, Dniester, Donets and the Southern Bug. Numerous waterfalls are found in both the Carpathian and Crimean Mountains.The Dnieper River, one of the major rivers of Europe (fourth by length) flows from Russia, through Belarus and Ukraine, to the Black Sea. The river's total length is 2,285 km (1,420 mi).
"
"ARE
","The United Arab Emirates (UAE) covers an area of around 83,600 square km (32,300 square miles) in theArabian Peninsula.As observed on the physical map of the country above, most of the United Arab Emirates is a desert wasteland, with large, rolling sand dunes, as the outer reaches of the Rub' Al Khali Desert stretch into the country.The coastal areas fronting thePersian Gulfare flat, while the Hajar Mountains dominate the landscape in the northeast. Jabal Yibir, the country's highest point, is located there, which rises to 5,666 ft. (1,727 m). A yellow triangle marks its position on the map.The United Arab Emirates has no significant rivers or lakes of note.Numerous small islands and inlets are situated offshore in the Persian Gulf.
"
"GBR
","Covering an area of 244,820 sq.km, the United Kingdom is a part of the British Isles – which includes the two principal islands of Great Britain and Ireland along with several smaller offshore islands. The Great Britain is the larger of the two islands while Ireland is the 2ndlargest.As observed on the map, Scotland is the most mountainous part of the United Kingdom and is divided into two distinct regions namely – Highlands and the Lowlands. The rugged mountainous highland region occupies the north and west portion and includes the highest point of the United Kingdom – Ben Nevis, that rises to an elevation of 1,345m (4,413ft). In England, the Pennine highlands are present in the northern part while the Cambrian Mountains are found in Wales. As marked on the map, by an upside-down triangle is, the very low region of marsh area known as The Fens, or Fenlands; which at (-4m) or (-13ft) is the lowest point of the United Kingdom.
"
"USA
","The United States (US) covers a total area of 9,833,520 sq. km. Of this area, the 48 contiguous states and the District of Columbia cover 8,080,470 sq. km. The archipelago of Hawaii has an area of 28,311 sq. km while the remaining area is part of the US territories.The greatest east-west distance in the 48 contiguous states of the country is 4,500 km. North-south, the longest distance in the 48 contiguous states region is 2,660 km.This physical map of the US shows the terrain of all 50 states of the USA. Higher elevation is shown in brown identifying mountain ranges such as the Rocky Mountains, Sierra Nevada Mountains and the Appalachian Mountains. Lower elevations are indicated throughout the southeast of the country, as well as along the Eastern Seaboard. Major rivers in the country include the Mississippi, the Missouri, the Colorado, the Arkansas, and the Columbia. Large lakes include the Great Lakes system consisting of Lake Superior, Lake Huron, Lake Michigan, Lake Erie, and Lake Ontario. Denali (Mount Mckinley) in Alaska is the state's highest point wich rises to an elevation of 20,322ft (6,194m). The state's lowest point is at the Badwater Basin, Death Valley, California at -282ft (-86m).
"
"URY
","Covering an area of 176,000 sq.km (68,037 sq mi), Uruguay, located in Southern South America, is the 2nd smallest nation in South America.The eastern, southern and western plains in Uruguay eventually flow into the rolling hills and low mountains of the interior. In the southwest, the flat lowlands between the coastline and hills (Littoral) merge more gradually into the hilly interior.The country’s highest point – Cerro Catedral at 1,686 ft (514m) [as marked on the map as an upright yellow triangle], is situated in the Sierra Carape hill range.Along the Atlantic, near Montevideo – the capital city, sandy beaches ring the coastline. In the east - from Punta del Este to Cabo Polonio - the coastal plain is sandy, marshy, and broken by a few bays and lagoons.In the north, a series of low mountains run north into the highlands of Brazil. In the east, a narrow band of low mountains extends from the coastal areas through Treinta y Tres. In this land of rivers, major ones include the Uruguay, which flows south along its entire border with Argentina, into the River Plate (Rio de la Plata; the Negro, and the Yi (its largest tributary); the Cebollati, and the Yaguaron on the border with Brazil.The Rio de la Plata – an estuary of the Uruguay River, forms the western border of the country. Formed by dams on the Negro, a huge artificial lake extends across the center of the country.
"
"UZB
","Uzbekistan occupies an area of 447,000 sq. km in Central Asia. It is only one of the two countries in the world that is doubly-landlocked. The other one is Liechtenstein.As can be observed on the physical map above, the topography of Uzbekistan is about 80% sandy, scrubby desert, including the massive Kyzyl Kum.The mountains of the southeast and northeast are foothills and lower mountains of the Tian Shan Range, an extension of the Himalayas. As marked on the map by a yellow upright triangle, the highest point in the country, the 4,301 m tall Adelunga Toghi is located to the extreme northeast of the country.The Fergana Valley, between the northeast and southeast mountain ranges, is reportedly home to the most desirable agricultural land and climate in all of western Asia.In the far west, Uzbekistan is dominated by vast lowlands, theAmu Darya Rivervalley, the Ustyurt Plateau, and the southern half of the Aral Sea.The Aral Sea, located in both Kazakhstan and Uzbekistan, is disappearing. Mismanagement of this valuable sea by the overuse of its tributary rivers is now recognized as one of the world's worst environmental disasters.Some of the country's major rivers and lakes have been marked on the map. The most significant rivers of Uzbekistan include theAmu Daryaand the Syr Darya; major lakes include Lake Ayddrkul and Lake Sarykamish.The lowest point of the country is at -12 m below sea level in Lake Sarykamish.
"
"VUT
","Covering a total land area of 12,189 sq.km (4,706 sq mi), Vanuatu is a Melanesian archipelago comprising of a double chain of 13 principal (larger islands) and about 70 smaller islands located in the South Pacific Ocean as observed on the physical map of Vanuatu above.The terrain of Vanuatu is diverse and is famed for its gorgeous islands and active volcanoes. Most islands have rugged mountains and are volcanic in origin (some active), mainly covered in lush dense rainforests. Many islands are protected by offshore coral reefs. The highest point is Tabwémasana, located on Espiritu Santo – the largest island, at an elevation of 6,165ft (1,879m). The point is marked on the map above by a yellow triangle. The lowest point is the South Pacific Ocean (0m).
"
"VEN
","Covering a total area of 916,445 sq.km (353,841 sq mi), Venezuela, located on the northern coast of South America is the world's 33rd largest country. As observed on the physical map of Venezuela, the Orinoco River and Venezuela's mountain ranges divide the country into some distinct topographical regions, all with different climates.The Maracaibo Lowlands of the far northwest are dry, windless and hot; the Andes Mountains and northern highlands are more temperate and much cooler in the higher elevations; the central plain fronting the Orinoco River covers about one-third of the country, most of it is less than 50 meters in elevation, and generally quite warm. The wild and largely unexplored Guiana Highlands covering the southeast, with elevations of up to 3,500 meters, are jungle-tropical, hot and very humid.The country’s highest point – Pico Bolivar at 4,979 m (16,335ft) [as marked on the map as an upright yellow triangle] lies in the northern mountains.The world’s highest waterfall – the Andes Mountains Angel Falls is located in the Guiana Highlands; standing at 2,421 feet, (751 m) or more than 12 times the height of America’s and Canada’s Niagara Falls. With over 10,000 rivers (mostly small) within Venezuela’s borders, the Orinoco is by far the most important. It's the third-longest river in South America, after the Parana and the Amazon; it has more than 2,000 tributaries - including the Apure, Arauca, Caron, Caura, Guaviare, Meta and Ventuari. Most of the other rivers that rise in the northern mountains flow south-eastward to the Apure. Significant lakes include Lake Guri and Lake Maracaibo – the largest lake in South America.
"
"VNM
","Located in the Indochinese Peninsula's eastern edge, Vietnam covers an area of around 331,211.6 sq. km. The coastline of mainland Vietnam is about 3,260 km long. The country also includes several islands.Vietnam is roughly S-shaped running for a distance of about 1,650 km in the north-to-south directions. It is about 50 km wide at its narrowest region.Vietnam is a country of tropical lowlands, rolling green hills, and densely forested mountains. As observed on the physical map above, low-level land covers about 20% of the country.The Red River delta is fronted by hills that rise gently into the high mountains of the northwest.The Annam Highlands (marked on the map above) covers much of the central landscape, and in the southern areas, the coastal lowlands and Mekong River Delta merge.A fertile and narrow coastal lowland extends south from the Red River Delta to the Mekong Delta. The Mekong Delta is a low-level plain, one inundated by hundreds of small rivers and canals. Thick jungles and mangrove swamps cover the far-southern areas of land.The Red River (Song Hong), and the Mekong are the most significant rivers; both have numerous tributaries, and the latter is certainly among the great rivers of the world.As marked on the map above by an upright yellow triangle, Vietnam's highest point is Phan Xi Pang whose summit reaches 3,144 m; the lowest point is the South China Sea at 0m.
"
"YEM
","Yemen is a sovereign nation with an area of 527,970 sq. km. Mainland Yemen lies in theArabian Peninsulaof Asia. The country has an extensive coastline of around 2,000 km and over 200 islands. As observed on the physical map of Yemen above, the Socotra Islands are also a part of the country.Yemen has some of the most fertile lands in the entire Middle East, and yet, for the most part, they're not developed to their full potential. Along its Red Sea coast, there's a flat sandy plain that extends the length of the country. The Gulf of Aden coastline is covered by a narrow, rocky, and relatively flat plain, fronted by hills that rise into the rugged mountains, central and west.To the north of those central mountains, the high desert slopes down through fertile plains into the interior of southern Saudi Arabia, and the endless sands of the Rub' Al Khali Desert - the famous ""Empty Quarter.""Marked on the map by a yellow upright triangle, Yemen's highest point is Jabal an Nabi Shu'ayb at 3,760 m.There are no perennial lakes and rivers, however, in the northern highlands, some river valleys (wadis) and small streams exist (fall and winter) but fade away quickly in the summer heat.
"
"ZMB
","As can be observed on the physical map of Zambia, most of the country consists of a wide plateau, with some scattered mountains (Muchinga) north and central.The major river system, formed by the Zambezi and its tributaries - the Luangwa and Kafue Rivers - cuts into the plateau forming deep valleys and waterfalls such as Victoria Falls on the southern border withZimbabwe. Victoria Falls, although neither the highest nor widest of waterfalls in the world, lays claim as the largest in the world based on a width of 5,604 ft. (1,708 m) and height of 354 ft. (108 m).As marked on the map, a swamp basin surrounds Lake Bangweulu and the savanna grasslands, with woodlands and Rhodesian teak forests covering a large part of the southwest (though they are decreasing in size as the growing population demands more land).Major lakes of Zambia include Bangweulu, Mweru and Tanganyika.Zambia's highest point is an unnamed elevation within the Mafinga Mountains (Hills) at 8,503 ft. (2,301m); the lowest point of the country is the Zambezi River.Like most of Southern Africa, Zambia also has rich biodiversity that is conserved in its many protected areas. National Parks of the country like the Luangwa National Park, Kafue National Park, etc., act as wildlife havens.
"
"ZWE
","Situated within the tropics of southernAfrica, Zimbabwe straddles a high inland plateau that drops northwards to the Zambezi valley.The Inyanga and Udizi Mountains stretch along Zimbabwe's eastern border withMozambique, and the country's highest and lowest point are both found there. Marked on the physical map above, Mount Inyangani at 8,503 ft. (2,592 m) is Zimbabwe's highest point; its lowest, the intersection of the Runde and Save Rivers at 531 ft. (162 m). The Mafungabusa plateau (or Veld) covers the majority of land, central and east; the average elevation here is near 4,500 ft. (1,371 m) The Matobo Hills and Chizarira Hills anchor that plateau, north and south.As can be noticed on the physical map of Zimbabwe, major bodies of water like Lake Kariba and Victoria Falls are both located on the western border of the country withZambia. Victoria Falls, although neither the highest nor widest of waterfalls in the world, lays claim as the largest in the world based on a width of 5,604 ft. (1,708 m) and height of 354 ft. (108 m).Important river systems of Zimbabwe include the Zambezi, Limpopo, Runde and Save and their numerous tributaries. Additional landforms include escarpments (steep slopes) along the Zambezi River and deep river valleys within the central plateau.In addition, savanna grasslands cover the southern reaches, while evergreen forests are common central and east, especially in the mountain areas.Several national parks protect these natural landscapes and the great diversity of wild flora and fauna of the country. Some of the important ones have been marked on the map. The Gonarezhou National Park of Zimbabwe is part of the Great Tranfrontier Park, a peace park that links it to South Africa's Kruger National Park and Mozambique's Limpopo National Park allowing the free movement of wildlife across international boundaries. The Great Zimbabwe National Monument is a UNESCO World Heritage Site in Zimbabwe. It is the ruins of a city from the Middle Ages that provides an insight into the culture and way of living of the Bantu/Shona people between the 11th and 15th centuries.
"
"PSE
","Covering an area of 6,020 sq. km, the State of Palestine is a de jure sovereign state, located in Western Asia and comprising of the territories of the West Bank and Gaza Strip. As observed on the map, the coastal lowlands front the Mediterranean Sea. Mount Nabi Yunis – the highest point is located in the West Bank territory, at an elevation of 3,379ft (1,030m). The lowest point is at the Dead Sea, at (-412m) (-1,352ft).A wide variety of geographic definitions of Palestine have been used over the centuries, and those definitions have always been emotionally and politically contentious.On November 15th, 1988, the Palestinian National Council declared independence from the State ofIsrael.Currently the ""State of Palestine"" is officially recognized by the United Nations as a Non-Member Observer State, a status granted on November 29. 2012. The only other geographic entity currently holding this status is theHoly See (Vatican), whileSwitzerlandheld the status until 2002.As of August 2014, 134 nations have officially recognized Palestine as a sovereign state following the Palestinian declaration of independence. Notably, of the G-20 nations,onlyArgentina,Brazil,China,India,Indonesia,Saudi Arabia,South Africa, andTurkeyrecognize the declaration of independence. Of the G-8 nations, onlyRussiaofficially defines Palestine as a sovereign state.Many of the historical issues concerning Israelis and Palestinians involve geography and maps. In recent years the fragmented Palestinian Territories are generally located within the Gaza Strip, East Jerusalem and the West Bank.
"
"VAT
","Vatican City is the world's smallest country. It covers an area of only 0.19 sq mi or 0.49 sq. km. It sits on a low hill known as the Vatican Hill. The highest point here is at 250 ft (76 m) and the lowest point is at 63 ft (19 m). The country lacks any rivers of lakes.
"
"ASM
","Covering a total land area of 199 sq.km, American Samoa is composed of 5 principal islands (Tutuila, Ta'u, Olosega, Ofu and Aunuu) and 2 coral atolls. It is the southernmost unincorporated overseas territory of the United States, located in the South Pacific Ocean. Out of the 5 principal islands and 2 coral atolls, the Rose Atoll is uninhabited and is a Marine National Monument. Tutuila island is the largest island in American Samoa.As observed on the physical map of American Samoa above, the islands are largely mountainous due to their volcanic origin. These rugged islands also have narrow coastal plains. Matafao’s Peak is the highest point in Tutuila, at 2142ft (653m). The Tau, Olosega and Ofu islands form the Manu’a island group at the east of Tutuila, constituting the 2ndlargest island area.Located in the Manu’a islands, on the island of Ta’u is, Lata Mountain – the highest point of American Samoa marked on the physical map above by a yellow triangle. It is 966 m (3,169 ft) tall. The lowest point is the Pacific Ocean (0m). At the extremities of the islands, coral reefs are common.
"
"AIA
","Ringed by coral reefs and white sand beaches, Anguilla (a British Overseas Territory), is a mostly flat, low-lying island of coral and limestone;  located in the north-eastern Caribbean Sea, east of Puerto Rico and US Virgin Islands.As observed on the physical map of Anguilla above, there are no permanent rivers or streams on the island, and the name of the island is derived from its long thin shape.Anguilla's highest point is Crocus Hill, with an elevation of only 213ft above sea level. A yellow, upright triangle marks its position on the map.Anguilla's territory includes a number of smaller offshore islands and cays, mostly tiny and uninhabited. The major ones include: Anguillita, Dog Island, Prickly Pear Cays, Sandy Island, Scrub Island, Little Scrub, Scilly Cay, Seal Island and Sombrero (also known as Hat Island).
"
"ABW
","Aruba is an island country covering an area of 179 sq. km, in the south western Caribbean, off the Venezuelan coast.As observed on the physical map above, Aruba is mostly a dry and flat riverless island. It is famous for its white, sandy beaches on the western and southern coasts.The northern and eastern edges of the island are exposed to higher winds; consequently having fewer sand beaches, much rougher seas and a rocky coastline.The highest point on the island is Mount Yamanota at 188m (617ft) above sea level. The interior parts of the island are characterized by scattered rolling hills, including Hooiberg Mountain, at 165m (541ft).
"
"BMU
","Covering a total area of 53.3 sq. km, the British Overseas Territory of Bermuda (generally referred to as a singular territory) actually consists of 181 islands, of which the Main Island is the largest. Bermuda is located 918 km (570 miles) east-southeast of Cape Hatteras, North Carolina and 1,250km (775 miles) southeast of New York City in the North Atlantic Ocean.The 8 largest islands are connected by bridges and causeways and form a fishhook-shaped landmass, stretching 22 miles in length and about a mile across. Of all the other small islands, only about a dozen are inhabited. All the islands are volcanic in origin, originating from a mountain mass that rose from the sea floor millions of years ago. The highest point is a hill only 76m (249 ft) high. Its position has been marked by a yellow upright triangle on the physical map of Bermuda seen above.Also, as observed on the map, the land is generally flat, rising to low hills separated by depressions. The land in these depressions is very fertile and home to most of the agricultural production in Bermuda. The layers of limestone are covered with a red soil, high in iron, low in magnesium. Although there are no freshwater lakes or rivers in Bermuda, the area is lush and green, due to the consistently high levels of rain. Bermuda is one of the most northerly places where coral is found. The reefs, which protect the limestone coastlines from erosion, are protected by law. The reefs are very healthy and are biological hotspots, supporting a diversity of marine law. The important beaches of Bermuda have also been marked on the map.
"
"VGB
","Covering a total area of only 153 sq. km, the British Virgin Islands is a British Overseas Territory located in the northeastern Caribbean.As observed on the map, the British Virgin Islands comprises of 4 large islands namely, Tortola, Anegada, Virgin Gorda, and Jost Van Dyke; along with 50 smaller islands and islets. Most of the islands are volcanic in origin and have a hilly, rugged terrain. The island of Anegada is geologically distinct from the rest of the group and is a flat island composed of limestone and coral. Located on the island of Tortola, to the southwest of Road Town is the volcanic peak -Mount Sage, which is also the territory’s highest point at 1,709ft (521m). There are no rivers in the British Virgin Islands. The territory’s lowest point is at the Caribbean Sea (0m).
"
"CYM
","Covering an area of 264 sq. km, the three-island groups of Grand Cayman, Cayman Brac, and Little Cayman together form the British Overseas Territory of Cayman Islands, which are located in the northwestern Caribbean Sea. The islands are the peaks of a massive underwater ridge, known as the Cayman Ridge. These peaks just barely break the surface and flank the Cayman Trough, extending from Sierra Maestra to the Misteriosa Bank.The terrain itself is mostly a low-lying limestone base surrounded by coral reefs. As observed on the map, the two ""Sister Islands"" of Cayman Brac and Little Cayman are located about 85 miles (135 km) northeast of Grand Cayman, which is the largest and the most populous island.  The highest point of Cayman Islands is the Bluff, a limestone hill standing at 155 feet (47 m) in height; and is located in the eastern part of the second-largest island – Cayman Brac. The lowest point is the Caribbean Sea (0m). Collectively, the Cayman Islands have a coastline of 99 miles (159 km).
"
"COK
","Covering a total land area of 240 sq. km, the Cook Islands are a group of 15 small islands that are spread over 2 million sq. km in the South Pacific Ocean. The 15 islands are geographically divided into theNorthernandSouthern islandgroups.As can be observed on the map above, the northern islands are mostly low-lying and sparsely populated coral atolls; and includes the islands of Manihiki, Nassau, Penrhyn, Pukapuka, Rakahanga, and Suwarrow. The southern group generally consists of much larger higher islands that are volcanic in origin and more densely populated. The southern island group includes Rarotonga, Aitutaki, Atiu, Mangaia, Manuae, Mauke, Mitiaro, Palmerston, and Takutea. The distance between the two island groups is enormous. The highest point is Te Manga that rises to 652m on the Rarotonga island. The lowest point is the Pacific Ocean (0m).The largest island of Rarotonga is lush green and is ringed by white-sand beaches. Along with the stunning coral atoll of Aitutaki (with its blue lagoon and rich marine life), they epitomize the beauty of the Cook Islands and the entire Polynesian group.
"
"FLK
","The Falkland Islands covers a total area of 12,173 sq.km (4,700 sq mi), and are an overseas territory of the United Kingdom in South Atlantic Ocean. As observed on the physical map above, The Falkland Islands are an archipelago comprised of two large islands (East Falkland and West Falkland) and several hundred smaller ones, that are ringed by a rugged coastline, and for the most part are hilly, rocky and covered with low shrubs and coarse grass. The two large islands are separated by Falkland Sound.Hills and low mountains cover the central areas of both large islands, including the Wickham Heights and Hornsby ranges. The archipelago's highest point, as marked on the map by an upright yellow triangle on the map is Mount Usborne at 2,312ft (705m) housed on East Falkland. The lowest point is the Atlantic Ocean. Shallow streams, ponds and tiny lakes cover a very small percentage of the land, while the drowned river valleys form protected natural harbors along the islands coast.
"
"GUF
","Covering an area of 83,534 sq. km, French Guiana located in the northeastern edge of South America, is France’s 2ndlargest region.A narrow coastal strip fronts the Atlantic Ocean coastline of French Guiana. To the south, the land is an unsettled wilderness, covered by a dense jungle and parts of the Amazon Rain Forest, that is dissected by dozens and dozens of rivers. Offshore islands include Iles du Salut (and Devil's Island).As observed on the map, French Guinea is a land of rivers – many of them, flowing north from the southern mountains. The major ones include the Maroni and Lawa, forming its (disputed) border with Suriname; the Oyapok, forming a long natural border with Brazil, and the Approuaque, Camopi, Mana, and Tompok Rivers. The Barrage de Petit-Saut hydroelectric dam in the far north eventually formed a large artificial lake to the northeast of St Elie.The land of French Guiana begins to gently rise in the central regions of the country, ending at the base of the Tumac-Humac Mountains, along its southern border with Brazil. The highest point in French Guiana, as marked by an upright yellow triangle is, Bellevue de l’lnini, which rises to an elevation of 2,792 ft. (851m). The lowest point is the Atlantic Ocean (0m).
"
"PYF
","Covering a total land area of 4,167 sq.km (1,609 sq mi) and spread over a vast area about the size of Europe, the widely scattered 118 islands and atolls of French Polynesia is an overseas collectivity of France and are divided into 5 island groups: theAustral, Gambier, Marquesas, SocietyandTuamotuarchipelagos; in the south-central Pacific Ocean. These island groups can be seen on the physical map of French Polynesia above.Scattered over 965,255 sq. miles (2,500,000 sq.km) of ocean, most of the islands of French Polynesia are volcanic in origin and fringed by coral reefs.  Of these islands, the Society archipelago is certainly the most famous. It includes the stunning islands of Bora Bora, Moorea and Tahiti – and like the enchanting Marquesas in the northeast – most are lush, dark green specs of land, volcanic in origin, with jagged-edged peaks jutting boldly into the sky. The tuamotu archipelago (in contrast to the other groups) includes only low-lying coral atolls (78 in all), and of these, only a handful have passable inlets into their central lagoons. Rangiroa, the largest coral atoll in French Polynesia, is famed for its natural beauty, and remains a favorite of travellers from across the globe. The Austral and Gambier islands in the south are lightly populated, as most are still uninhabited. The highest point of French Polynesia is Mont Orohena, which peaks at an elevation of 7,352 ft (2,241m). the lowest point is the Pacific Ocean (0m).
"
"GIB
","Covering an area of only 6.7 sq. km, the British Overseas Territory of Gibraltar is located at the southern edge of the Iberian Peninsula in southwestern Europe.As marked on the map by an upright yellow triangle, the Rock of Gibraltar is the most significant landmark of the region. This spectacular rock monolith rises to an elevation of 1396ft (426m) and is also the territory’s highest point. The surrounding land is close to the sea level and consists of a few sandy beaches. There are no rivers in Gibraltar. The territory’s lowest point is at the Mediterranean Sea (0m).
"
"GRL
","Covering an area of 2,166,086 sq. km (836,330 sq mi), Greenland (about 80% of which is ice-covered) is the world’s largest (non-continent) island, located between the Atlantic and Arctic Oceans.As observed on the physical map of Greenland above, the coastline is rugged, mountainous, and for the most part, barren. The land then rises to a sloping icecap that covers (81%) most of the island. In places that ice has been measured at more than 11,000ft (3,350m) thick, countless (mostly small) rocky islands ring the coastline central to south, and much like Norway, fjords are plentiful.Some scientists have claimed that the Greenland ice sheet may actually conceal three large separate island land masses that have been bridged by glaciers since the last ice age. In 2002, as the ice in the far north began to melt, it left a small island exposed to daylight. Additional islands are expected to be discovered if that melting trend continues.There are nearly 40 glaciers covering the Greenland landmass, and one of the largest is the Peterman. Recently, a chunk of ice broke off the Peterman; an area of ice 100 sq. miles and 600ft thick. It is now drifting in a remote area called the Nares Strait between Greenland and Canada.Mountain ranges, either partly or totally buried by ice, fringe the toothy-edged coast. Greenland's highest mountains are the massive ice-covered peaks and exposed cliffs of the Watkins Range that run along it’s eastern coastline. The island's highest point is located there: Gunnbjorn’s Fjeld at 3,700m (12,139 ft). A yellow triangle marks its position on the map.Believe it, or not, hot springs are a common natural phenomenon in Greenland. In the far south on Uunartoq Island, they're warm enough to swim in. On Disko Island in the far-west, there are thousands of small hot springs.There are about 20 rivers in Greenland. All ring the coastline and all are small melt water outflows from a nearby glacier on the Greenland ice sheet. There are scattered small (summer lakes) across Greenland, all the result of glacier melt. These lakes drain away quickly, or freeze solid in the winter months.
"
